date,portfolio_value,portfolio_return,reward
2020-09-30,1.75971422358866,-0.007942130789160728,3.4659710537873765
2020-10-31,1.7671324961203216,0.004215612076222897,3.23194516789313
2020-11-30,1.9304819743360142,0.09243759512901306,4.166541019729499
2020-12-31,2.052243281765187,0.06307300925254822,4.239064667735667
2021-01-31,2.0392666609011005,-0.006323139648884535,2.907910787104347
2021-02-28,2.1512436829273915,0.054910436272621155,2.992375180255897
2021-03-31,2.179598184126893,0.013180515728890896,3.5947748399073145
2021-04-30,2.209865639486795,0.013886713422834873,3.8967294447477894
2021-05-31,2.329902141293853,0.05431846156716347,4.243393242050962
2021-06-30,2.390306670966965,0.025925779715180397,4.029582648892511
2021-07-31,2.41397783277646,0.009902981109917164,5.232018637647127
2021-08-31,2.472824677856419,0.02437754161655903,5.469846582663766
2021-09-30,2.528750580310348,0.022616202011704445,6.120578478734686
2021-10-31,2.5784003589442714,0.01963411457836628,6.63811731026578
2021-11-30,2.5436037172743613,-0.013495437800884247,3.75162640006797
2021-12-31,2.6158395570022805,0.028399014845490456,3.757008004769069
2022-01-31,2.707719894422058,0.035124607384204865,4.339203727894734
2022-02-28,2.6601095070137837,-0.017583202570676804,2.113280017571257
2022-03-31,2.7102233788333576,0.018839025869965553,2.032999045722997
2022-04-30,2.7169404248853146,0.002478410489857197,1.5484880992895635
2022-05-31,2.6582492875473624,-0.021601922810077667,1.2137863142160363
2022-06-30,2.533388598902316,-0.046971023082733154,-0.6313775589137924
2022-07-31,2.731995584039663,0.0783957839012146,0.19713869605174977
2022-08-31,2.766390539377407,0.012589681893587112,0.6511769562663321
2022-09-30,2.6930852204422417,-0.026498543098568916,-0.02310155417312203
2022-10-31,2.8124315469701284,0.04431583732366562,0.5334737622251414
2022-11-30,2.9304525975355378,0.04196406155824661,1.39062676557954
2022-12-31,2.869837953063618,-0.020684396848082542,2.0145365323882
2023-01-31,2.8611332653574726,-0.0030331634916365147,1.0114139022894293
2023-02-28,2.7874000566282953,-0.025770630687475204,0.19609471191962743
2023-03-31,2.799179134339762,0.004225829616189003,0.8586883629522104
2023-04-30,2.894902868740007,0.03419707342982292,0.7005884972121474
2023-05-31,2.9533730078167904,0.020197616890072823,0.2493593762186762
2023-06-30,3.0509896672126504,0.03305260092020035,1.710362717628779
2023-07-31,3.197853297994508,0.0481363907456398,2.7254751310526633
2023-08-31,3.167203906428896,-0.009584364481270313,3.8652021279499005
2023-09-30,3.241381953014069,0.023420672863721848,4.839801571760245
2023-10-31,3.178698905501485,-0.019338371232151985,2.360662664764973
2023-11-30,3.385166117612824,0.06495337188243866,2.720189331469018
2023-12-31,3.593013324759642,0.06139941141009331,2.9504486722068246
2024-01-31,3.705825345713954,0.031397607177495956,2.7509842759574075
2024-02-29,3.8562767397077238,0.04059861972928047,4.168903937324625
2024-03-31,3.8934313107499645,0.009634830057621002,3.7144920061804925
2024-04-30,3.934354531568618,0.010510836727917194,5.768323296559439
2024-05-31,3.9897781683172417,0.014087097719311714,5.145646607684901
2024-06-30,4.116956358086375,0.03187600523233414,6.6100100709797465
2024-07-31,4.3212279028465685,0.04961712658405304,5.795662030140382
2024-08-31,4.372319198620359,0.011823328211903572,4.98753471468602
2024-09-30,4.426940914431865,0.012492618523538113,5.219642846418825
2024-10-31,4.248144572562494,-0.040388237684965134,1.666963102660585
2024-11-30,4.329754585265972,0.01921074278652668,1.7684792581447737
2024-12-31,4.223022674786677,-0.024650799110531807,0.5493871161201072
2025-01-31,4.334039818989708,0.026288550347089767,0.1127160498768918
2025-02-28,4.113856132427203,-0.05080333724617958,-1.1053495810933776
2025-03-31,4.273269989773632,0.03875046968460083,-0.5259868710394824
2025-04-30,4.3420670920631865,0.01609940454363823,0.45811090685081707
2025-05-31,4.447248888788021,0.024223899468779564,0.5425206869558877
2025-06-30,4.589461638470077,0.03197769075632095,1.6663049586694572
2025-07-31,4.529591308235743,-0.0130451750010252,0.8803421777856334
2025-08-31,4.630378243273783,0.02225077897310257,4.218712687526263
2025-09-30,4.759812512068356,0.02795328199863434,4.263447070127601
2025-10-31,4.907834379545789,0.0310982558876276,4.635936540880897
2025-11-30,5.000669967531559,0.018915794789791107,4.459103006481692
2025-12-31,5.028808356739331,0.005626923870295286,3.5483816247335156
